Gender,Age,City,Profession,Sleep Duration,Dietary Habits,Degree
Male,31,Kolkata,Student,'7-8 hours',Unhealthy,B.Arch
Female,28,Jaipur,Student,'More than 8 hours',Unhealthy,B.Ed
Male,20,Bhopal,Student,'More than 8 hours',Moderate,'Class 12'
Male,23,Kalyan,Student,'7-8 hours',Unhealthy,BCA
Female,20,Lucknow,Student,'5-6 hours',Moderate,'Class 12'
Male,20,Pune,Student,'Less than 5 hours',Healthy,'Class 12'
Male,20,Meerut,Student,'7-8 hours',Unhealthy,'Class 12'
Female,20,Delhi,Student,'More than 8 hours',Unhealthy,'Class 12'
Male,30,Meerut,Student,'Less than 5 hours',Healthy,B.Ed
Male,24,Ghaziabad,Student,'More than 8 hours',Moderate,B.Arch
Male,18,Chennai,Student,'5-6 hours',Unhealthy,'Class 12'
Male,28,Agra,Student,'7-8 hours',Moderate,M.Ed
Female,22,Meerut,Student,'Less than 5 hours',Moderate,BCA
Male,23,Thane,Student,'7-8 hours',Healthy,BCA
Female,34,Bhopal,Student,'More than 8 hours',Unhealthy,MD
Female,24,Jaipur,Student,'7-8 hours',Unhealthy,MBBS
Female,25,Nashik,Student,'7-8 hours',Moderate,MBA
Female,32,Delhi,Student,'5-6 hours',Unhealthy,LLB
Male,34,Chennai,Student,'Less than 5 hours',Healthy,MD
Female,33,Indore,Student,'More than 8 hours',Moderate,MHM
Male,33,Surat,Student,'Less than 5 hours',Healthy,M.Tech
Male,18,Bhopal,Student,'7-8 hours',Unhealthy,'Class 12'
Male,18,Vadodara,Student,'More than 8 hours',Healthy,'Class 12'
Male,33,Patna,Student,'5-6 hours',Moderate,M.Pharm
Male,19,Chennai,Student,'Less than 5 hours',Unhealthy,'Class 12'
Male,27,Ghaziabad,Student,'Less than 5 hours',Healthy,MSc
Female,20,Chennai,Student,'Less than 5 hours',Unhealthy,'Class 12'
Male,33,Ludhiana,Student,'5-6 hours',Unhealthy,MSc
Female,29,Agra,Student,'7-8 hours',Moderate,LLM
Female,20,Ludhiana,Student,'Less than 5 hours',Healthy,'Class 12'
Male,26,Ahmedabad,Student,'More than 8 hours',Healthy,M.Com
Male,29,Patna,Student,'Less than 5 hours',Moderate,MBBS
Female,28,Jaipur,Student,'Less than 5 hours',Healthy,B.Pharm
Male,33,Thane,Student,'Less than 5 hours',Moderate,M.Tech
Male,28,Ludhiana,Student,'5-6 hours',Moderate,MBA
Male,29,Hyderabad,Student,'Less than 5 hours',Unhealthy,MBA
Male,20,Delhi,Student,'More than 8 hours',Unhealthy,'Class 12'
Female,22,Bangalore,Student,'7-8 hours',Healthy,BCA
Male,27,Kalyan,Student,'More than 8 hours',Healthy,BSc
Male,32,Agra,Student,'7-8 hours',Moderate,B.Ed
Male,19,Patna,Student,'7-8 hours',Healthy,'Class 12'
Male,23,Chennai,Student,'5-6 hours',Moderate,B.Com
Female,30,Vasai-Virar,Student,'7-8 hours',Moderate,BSc
Female,24,Faridabad,Student,'More than 8 hours',Unhealthy,MA
Male,22,Patna,Student,'5-6 hours',Moderate,BSc
Male,19,Varanasi,Student,'7-8 hours',Moderate,'Class 12'
Male,31,Lucknow,Student,'Less than 5 hours',Healthy,B.Ed
Male,31,Ghaziabad,Student,'Less than 5 hours',Moderate,BCA
Male,28,Delhi,Student,'More than 8 hours',Unhealthy,LLM
Male,22,Ludhiana,Student,'Less than 5 hours',Unhealthy,MBA
Male,32,Srinagar,Student,'5-6 hours',Unhealthy,M.Ed
Female,32,Visakhapatnam,Student,'7-8 hours',Moderate,BHM
Male,28,Varanasi,Student,'7-8 hours',Unhealthy,B.Arch
Male,31,Lucknow,Student,'5-6 hours',Unhealthy,MCA
Female,32,Patna,Student,'5-6 hours',Unhealthy,LLB
Male,33,Vasai-Virar,Student,'7-8 hours',Moderate,MBA
Male,21,Mumbai,Student,'Less than 5 hours',Unhealthy,BCA
Female,24,Vasai-Virar,Student,'7-8 hours',Healthy,B.Tech
Male,27,Lucknow,Student,'7-8 hours',Unhealthy,M.Tech
Male,26,Jaipur,Student,'7-8 hours',Unhealthy,B.Ed
Female,28,Vadodara,Student,'Less than 5 hours',Unhealthy,M.Com
Female,34,Surat,Student,'Less than 5 hours',Moderate,B.Ed
Male,29,Pune,Student,'More than 8 hours',Moderate,ME
Male,24,Varanasi,Student,'5-6 hours',Moderate,B.Ed
Male,25,Lucknow,Student,'Less than 5 hours',Healthy,B.Com
Female,28,Ahmedabad,Student,'More than 8 hours',Healthy,B.Com
Female,25,Chennai,Student,'7-8 hours',Healthy,BSc
Female,33,Delhi,Student,'Less than 5 hours',Moderate,BE
Male,20,Srinagar,Student,'Less than 5 hours',Unhealthy,'Class 12'
Female,34,Srinagar,Student,'7-8 hours',Healthy,B.Tech
Male,33,Kalyan,Student,'7-8 hours',Healthy,M.Com
Female,19,Hyderabad,Student,'More than 8 hours',Moderate,'Class 12'
Female,30,Ghaziabad,Student,'Less than 5 hours',Moderate,M.Pharm
Male,29,Kolkata,Student,'7-8 hours',Unhealthy,LLM
Male,24,Lucknow,Student,'More than 8 hours',Unhealthy,MA
Male,19,Ghaziabad,Student,'More than 8 hours',Unhealthy,'Class 12'
Female,20,Delhi,Student,'Less than 5 hours',Healthy,'Class 12'
Male,24,Visakhapatnam,Student,'7-8 hours',Unhealthy,B.Com
Male,24,Varanasi,Student,'5-6 hours',Healthy,B.Ed
Female,28,Visakhapatnam,Student,'5-6 hours',Unhealthy,B.Arch
Male,33,Agra,Student,'More than 8 hours',Unhealthy,MSc
Female,33,Rajkot,Student,'5-6 hours',Unhealthy,BCA
Male,21,Kalyan,Student,'More than 8 hours',Healthy,MCA
Female,32,Srinagar,Student,'Less than 5 hours',Moderate,MBA
Female,30,Nashik,Student,'More than 8 hours',Unhealthy,BCA
Male,29,Thane,Student,'More than 8 hours',Unhealthy,M.Tech
Male,34,Bhopal,Student,'More than 8 hours',Moderate,M.Pharm
Male,32,Ghaziabad,Student,'More than 8 hours',Healthy,M.Tech
Male,25,Pune,Student,'Less than 5 hours',Unhealthy,B.Arch
Female,21,Kolkata,Student,'Less than 5 hours',Moderate,BA
Male,24,Hyderabad,Student,'More than 8 hours',Healthy,'Class 12'
Female,22,Bhopal,Student,'More than 8 hours',Moderate,M.Ed
Male,24,Hyderabad,Student,'Less than 5 hours',Moderate,B.Pharm
Male,30,Ludhiana,Student,'Less than 5 hours',Healthy,MA
Male,20,Rajkot,Student,'Less than 5 hours',Unhealthy,'Class 12'
Male,29,Meerut,Student,'Less than 5 hours',Unhealthy,LLM
Female,25,Patna,Student,'Less than 5 hours',Unhealthy,B.Arch
Female,20,Ludhiana,Student,'7-8 hours',Unhealthy,'Class 12'
Male,30,Nagpur,Student,'5-6 hours',Healthy,M.Pharm
Male,28,Nashik,Student,'7-8 hours',Unhealthy,PhD
Male,23,Kolkata,Student,'7-8 hours',Unhealthy,BSc
Female,19,Kalyan,Student,'Less than 5 hours',Healthy,'Class 12'
Female,29,Agra,Student,'7-8 hours',Unhealthy,BSc
Female,30,Visakhapatnam,Student,'More than 8 hours',Healthy,B.Ed
Male,18,Ghaziabad,Student,'7-8 hours',Unhealthy,'Class 12'
Female,27,Patna,Student,'Less than 5 hours',Healthy,B.Ed
Female,34,Nashik,Student,'Less than 5 hours',Moderate,LLM
Female,30,Kalyan,Student,'Less than 5 hours',Moderate,M.Com
Male,34,Ahmedabad,Student,'Less than 5 hours',Healthy,M.Com
Female,18,Jaipur,Student,'7-8 hours',Unhealthy,'Class 12'
Female,23,Jaipur,Student,'Less than 5 hours',Healthy,MSc
Female,25,Hyderabad,Student,'More than 8 hours',Moderate,B.Tech
Male,18,Chennai,Student,'7-8 hours',Moderate,'Class 12'
Male,27,Surat,Student,'Less than 5 hours',Unhealthy,B.Ed
Male,25,Nagpur,Student,'More than 8 hours',Unhealthy,PhD
Male,33,Visakhapatnam,Student,'5-6 hours',Unhealthy,MSc
Male,28,Thane,Student,'More than 8 hours',Moderate,MSc
Female,23,Meerut,Student,'7-8 hours',Moderate,BHM
Male,21,Patna,Student,'Less than 5 hours',Moderate,B.Com
Female,26,Meerut,Student,'Less than 5 hours',Unhealthy,MBA
Male,26,Kalyan,Student,'Less than 5 hours',Unhealthy,BA
Male,31,Visakhapatnam,Student,'7-8 hours',Healthy,BE
Male,34,Ghaziabad,Student,'7-8 hours',Moderate,MBBS
Female,19,Varanasi,Student,'7-8 hours',Unhealthy,'Class 12'
Female,33,Hyderabad,Student,'More than 8 hours',Healthy,M.Com
Male,32,Vasai-Virar,Student,'7-8 hours',Healthy,B.Tech
Female,31,Patna,Student,'Less than 5 hours',Healthy,B.Ed
Female,31,Ludhiana,Student,'Less than 5 hours',Unhealthy,B.Pharm
Male,18,Ludhiana,Student,'More than 8 hours',Moderate,'Class 12'
Female,25,Agra,Student,'7-8 hours',Unhealthy,B.Tech
Male,32,Srinagar,Student,'Less than 5 hours',Moderate,LLM
Male,21,Lucknow,Student,'5-6 hours',Healthy,MA
Male,29,Lucknow,Student,'7-8 hours',Moderate,MA
Male,24,Lucknow,Student,'7-8 hours',Moderate,B.Arch
Male,26,Lucknow,Student,'Less than 5 hours',Moderate,B.Ed
Female,19,Thane,Student,'Less than 5 hours',Moderate,'Class 12'
Female,25,Jaipur,Student,'5-6 hours',Healthy,B.Com
Male,23,Kolkata,Student,'7-8 hours',Unhealthy,M.Tech
Female,31,Srinagar,Student,'5-6 hours',Healthy,B.Ed
Female,19,Chennai,Student,'More than 8 hours',Moderate,'Class 12'
Male,24,Bhopal,Student,'5-6 hours',Moderate,MBBS
Male,24,Ghaziabad,Student,'More than 8 hours',Healthy,MCA
Male,20,Vasai-Virar,Student,'More than 8 hours',Unhealthy,'Class 12'
Female,22,Vasai-Virar,Student,'Less than 5 hours',Healthy,MCA
Male,26,Ghaziabad,Student,'5-6 hours',Moderate,B.Pharm
Male,32,Vasai-Virar,Student,'5-6 hours',Unhealthy,MSc
Female,18,Vasai-Virar,Student,'More than 8 hours',Moderate,'Class 12'
Female,24,Bhopal,Student,'More than 8 hours',Healthy,MBBS
Male,27,Surat,Student,'Less than 5 hours',Moderate,M.Ed
Female,34,Visakhapatnam,Student,'5-6 hours',Moderate,BSc
Male,24,Hyderabad,Student,'7-8 hours',Moderate,B.Arch
Male,24,Visakhapatnam,Student,'More than 8 hours',Healthy,'Class 12'
Female,33,Kalyan,Student,'5-6 hours',Moderate,BHM
Male,20,Varanasi,Student,'Less than 5 hours',Healthy,'Class 12'
Male,25,Hyderabad,Student,'5-6 hours',Unhealthy,B.Arch
Female,31,Kalyan,Student,'5-6 hours',Unhealthy,BCA
Female,35,Ghaziabad,Student,'More than 8 hours',Unhealthy,B.Arch
Female,27,Bhopal,Student,'More than 8 hours',Healthy,MSc
Male,22,Ahmedabad,Student,'7-8 hours',Healthy,MBA
Male,20,Delhi,Student,'7-8 hours',Moderate,'Class 12'
Female,23,Vadodara,Student,'More than 8 hours',Moderate,MBA
Female,19,Bhopal,Student,'Less than 5 hours',Moderate,'Class 12'
Male,27,Kanpur,Student,'Less than 5 hours',Unhealthy,M.Tech
Male,26,Indore,Student,'7-8 hours',Healthy,B.Tech
Male,24,Indore,Student,'More than 8 hours',Unhealthy,BBA
Male,20,Mumbai,Student,'5-6 hours',Unhealthy,'Class 12'
Female,21,Vadodara,Student,'5-6 hours',Healthy,BHM
Female,18,Meerut,Student,'More than 8 hours',Healthy,'Class 12'
Male,20,Srinagar,Student,'More than 8 hours',Unhealthy,'Class 12'
Male,21,Nashik,Student,'5-6 hours',Healthy,MSc
Male,20,Ahmedabad,Student,'7-8 hours',Moderate,'Class 12'
Female,24,Ludhiana,Student,'7-8 hours',Healthy,B.Arch
Female,28,Hyderabad,Student,'7-8 hours',Moderate,B.Arch
Male,24,Rajkot,Student,'More than 8 hours',Unhealthy,BA
Male,32,Kolkata,Student,'Less than 5 hours',Healthy,LLM
Female,28,Vasai-Virar,Student,'More than 8 hours',Moderate,BHM
Female,28,Ahmedabad,Student,'Less than 5 hours',Unhealthy,M.Pharm
Female,25,Visakhapatnam,Student,'More than 8 hours',Moderate,'Class 12'
Male,19,Faridabad,Student,'5-6 hours',Unhealthy,'Class 12'
Male,29,Thane,Student,'Less than 5 hours',Healthy,BBA
Female,24,Varanasi,Student,'5-6 hours',Healthy,'Class 12'
Female,30,Delhi,Student,'7-8 hours',Unhealthy,B.Ed
Female,20,Ahmedabad,Student,'More than 8 hours',Moderate,'Class 12'
Female,23,Kalyan,Student,'5-6 hours',Healthy,BSc
Female,24,Ghaziabad,Student,'More than 8 hours',Unhealthy,MCA
Female,27,Lucknow,Student,'7-8 hours',Unhealthy,BHM
Female,34,Bangalore,Student,'7-8 hours',Healthy,'Class 12'
Male,32,Hyderabad,Student,'7-8 hours',Healthy,BCA
Male,30,Srinagar,Student,'Less than 5 hours',Moderate,B.Ed
Female,29,Agra,Student,'7-8 hours',Moderate,B.Ed
Female,28,Rajkot,Student,'Less than 5 hours',Moderate,BBA
Female,20,Vadodara,Student,'More than 8 hours',Healthy,'Class 12'
Male,21,Ludhiana,Student,'5-6 hours',Healthy,MA
Female,21,Bangalore,Student,'More than 8 hours',Moderate,MCA
Male,24,Kolkata,Student,'Less than 5 hours',Unhealthy,BCA
Male,33,Bangalore,Student,'More than 8 hours',Moderate,M.Com
Female,18,Rajkot,Student,'5-6 hours',Moderate,'Class 12'
Female,31,Srinagar,Student,'More than 8 hours',Moderate,LLB
Female,24,Hyderabad,Student,'Less than 5 hours',Moderate,B.Com
Female,29,Nashik,Student,'Less than 5 hours',Healthy,MBBS
Male,33,Ghaziabad,Student,'More than 8 hours',Unhealthy,M.Ed
Male,26,Visakhapatnam,Student,'5-6 hours',Healthy,MCA
Female,22,Surat,Student,'7-8 hours',Unhealthy,B.Ed
Male,21,Meerut,Student,'More than 8 hours',Moderate,B.Arch
Female,20,Hyderabad,Student,'5-6 hours',Unhealthy,'Class 12'
Female,29,Srinagar,Student,'Less than 5 hours',Moderate,BCA
Female,34,Kalyan,Student,'7-8 hours',Healthy,MSc
Male,20,Thane,Student,'7-8 hours',Moderate,'Class 12'
Female,24,Indore,Student,'7-8 hours',Moderate,BSc
Female,29,Srinagar,Student,'7-8 hours',Unhealthy,MSc
Female,34,Thane,Student,'Less than 5 hours',Moderate,M.Tech
Male,19,Bhopal,Student,'Less than 5 hours',Unhealthy,'Class 12'
Female,19,Agra,Student,'7-8 hours',Unhealthy,'Class 12'
Female,21,Pune,Student,'Less than 5 hours',Healthy,B.Arch
Male,20,Hyderabad,Student,'5-6 hours',Healthy,'Class 12'
Male,30,Visakhapatnam,Student,'Less than 5 hours',Moderate,BE
Female,33,Rajkot,Student,'7-8 hours',Healthy,BA
Female,21,Thane,Student,'5-6 hours',Healthy,B.Com
Male,30,Kalyan,Student,'Less than 5 hours',Moderate,B.Com
Male,25,Mumbai,Student,'7-8 hours',Unhealthy,B.Ed
Female,32,Patna,Student,'7-8 hours',Healthy,LLB
Female,25,Chennai,Student,'Less than 5 hours',Moderate,M.Tech
Female,26,Jaipur,Student,'More than 8 hours',Unhealthy,LLB
Female,24,Bangalore,Student,'Less than 5 hours',Unhealthy,BCA
Male,21,Bhopal,Student,'Less than 5 hours',Healthy,'Class 12'
Male,24,Ghaziabad,Student,'Less than 5 hours',Healthy,B.Pharm
Male,33,Hyderabad,Student,'7-8 hours',Moderate,M.Ed
Male,18,Kalyan,Student,'More than 8 hours',Unhealthy,'Class 12'
Female,28,Bangalore,Student,'Less than 5 hours',Healthy,MSc
Male,20,Bangalore,Student,'More than 8 hours',Unhealthy,'Class 12'
Female,34,Chennai,Student,'Less than 5 hours',Unhealthy,M.Ed
Male,23,Kalyan,Student,'7-8 hours',Moderate,B.Com
Male,29,Mumbai,Student,'Less than 5 hours',Moderate,LLB
Female,24,Pune,Student,'7-8 hours',Healthy,BHM
Male,26,Lucknow,Student,'Less than 5 hours',Moderate,BBA
Male,31,Visakhapatnam,Student,'5-6 hours',Moderate,M.Pharm
Female,30,Lucknow,Student,'5-6 hours',Moderate,B.Ed
Female,25,Nashik,Student,'5-6 hours',Unhealthy,M.Tech
Male,23,Surat,Student,'5-6 hours',Unhealthy,M.Tech
Male,21,Ludhiana,Student,'Less than 5 hours',Unhealthy,B.Arch
Male,33,Patna,Student,'7-8 hours',Moderate,PhD
Female,34,Ludhiana,Student,'More than 8 hours',Healthy,M.Com
Female,28,Patna,Student,'Less than 5 hours',Unhealthy,B.Ed
Female,19,Agra,Student,'More than 8 hours',Moderate,'Class 12'
Male,31,Lucknow,Student,'5-6 hours',Unhealthy,M.Tech
Female,24,Vasai-Virar,Student,'More than 8 hours',Moderate,BHM
Female,22,Mumbai,Student,'More than 8 hours',Unhealthy,MBBS
Female,28,Vasai-Virar,Student,'Less than 5 hours',Healthy,B.Ed
Female,28,Srinagar,Student,'7-8 hours',Unhealthy,MA
Male,26,Chennai,Student,'7-8 hours',Healthy,BBA
Male,34,Rajkot,Student,'5-6 hours',Healthy,B.Com
Male,25,Lucknow,Student,'5-6 hours',Moderate,BCA
Male,28,Vadodara,Student,'Less than 5 hours',Healthy,BBA
Male,28,Thane,Student,'7-8 hours',Moderate,M.Ed
Female,24,Chennai,Student,'7-8 hours',Healthy,M.Ed
Female,22,Nagpur,Student,'5-6 hours',Healthy,M.Com
Male,28,Bhopal,Student,'More than 8 hours',Moderate,B.Ed
Male,32,Ludhiana,Student,'7-8 hours',Unhealthy,MBBS
Female,21,Delhi,Student,'Less than 5 hours',Unhealthy,B.Com
Male,20,Indore,Student,'Less than 5 hours',Unhealthy,'Class 12'
Male,33,Agra,Student,'Less than 5 hours',Healthy,MCA
Female,25,Hyderabad,Student,'Less than 5 hours',Moderate,BCA
Male,28,Pune,Student,'Less than 5 hours',Unhealthy,BHM
Male,24,Srinagar,Student,'More than 8 hours',Unhealthy,B.Tech
Female,24,Bangalore,Student,'5-6 hours',Unhealthy,MCA
Male,26,Srinagar,Student,'7-8 hours',Moderate,B.Arch
Female,33,Visakhapatnam,Student,'5-6 hours',Healthy,MHM
Male,22,Surat,Student,'More than 8 hours',Moderate,BA
Male,31,Patna,Student,'Less than 5 hours',Healthy,'Class 12'
Male,19,Agra,Student,'5-6 hours',Unhealthy,'Class 12'
Male,19,Patna,Student,'7-8 hours',Unhealthy,'Class 12'
Male,20,Kanpur,Student,'More than 8 hours',Unhealthy,'Class 12'
Male,23,Indore,Student,'7-8 hours',Moderate,MBA
Male,21,Thane,Student,'More than 8 hours',Unhealthy,BSc
Male,28,Kolkata,Student,'7-8 hours',Unhealthy,BCA
Female,28,Patna,Student,'5-6 hours',Moderate,MSc
Female,20,Ludhiana,Student,'7-8 hours',Unhealthy,'Class 12'
Male,18,Ludhiana,Student,'More than 8 hours',Unhealthy,'Class 12'
Male,22,Kanpur,Student,'5-6 hours',Unhealthy,MCA
Male,25,Thane,Student,'More than 8 hours',Healthy,B.Ed
Female,28,Kalyan,Student,'Less than 5 hours',Unhealthy,B.Tech
Male,20,Kanpur,Student,'Less than 5 hours',Healthy,'Class 12'
Male,18,Bhopal,Student,'5-6 hours',Healthy,'Class 12'
Female,23,Indore,Student,'Less than 5 hours',Healthy,B.Com
Male,30,Kalyan,Student,'More than 8 hours',Unhealthy,MBA
Female,18,Vasai-Virar,Student,'5-6 hours',Moderate,'Class 12'
Male,26,Ludhiana,Student,'5-6 hours',Moderate,BHM
Female,34,Mumbai,Student,'Less than 5 hours',Moderate,'Class 12'
Male,27,Bangalore,Student,'More than 8 hours',Moderate,B.Com
Male,31,Jaipur,Student,'Less than 5 hours',Unhealthy,M.Ed
Female,19,Chennai,Student,'More than 8 hours',Healthy,'Class 12'
Female,23,Hyderabad,Student,'More than 8 hours',Healthy,BBA
Male,24,Kolkata,Student,'Less than 5 hours',Moderate,B.Arch
Male,24,Kolkata,Student,'7-8 hours',Unhealthy,M.Tech
Male,20,Kanpur,Student,'5-6 hours',Moderate,'Class 12'
Female,24,Nagpur,Student,'More than 8 hours',Moderate,B.Pharm
Female,19,Indore,Student,'More than 8 hours',Moderate,'Class 12'
Male,33,Vasai-Virar,Student,'7-8 hours',Moderate,B.Ed
Female,34,Lucknow,Student,'7-8 hours',Unhealthy,M.Pharm
Female,23,Surat,Student,'Less than 5 hours',Healthy,PhD
Male,23,Bangalore,Student,'More than 8 hours',Healthy,BA
Male,34,Hyderabad,Student,'5-6 hours',Unhealthy,MD
Female,20,Hyderabad,Student,'More than 8 hours',Healthy,'Class 12'
Female,21,Vadodara,Student,'More than 8 hours',Healthy,BCA
Female,19,Nashik,Student,'7-8 hours',Moderate,'Class 12'
Male,24,Hyderabad,Student,'More than 8 hours',Unhealthy,BSc
Female,30,Hyderabad,Student,'7-8 hours',Unhealthy,BCA
Male,20,Patna,Student,'5-6 hours',Healthy,'Class 12'
Male,23,Meerut,Student,'Less than 5 hours',Healthy,B.Tech
Male,25,Vasai-Virar,Student,'5-6 hours',Healthy,B.Tech
Male,28,Jaipur,Student,'Less than 5 hours',Moderate,BSc
Male,22,Hyderabad,Student,'7-8 hours',Unhealthy,B.Ed
Male,22,Kalyan,Student,'More than 8 hours',Unhealthy,M.Com
Female,18,Vasai-Virar,Student,'More than 8 hours',Unhealthy,'Class 12'
Male,18,Vasai-Virar,Student,'5-6 hours',Moderate,'Class 12'
Male,18,Indore,Student,'7-8 hours',Unhealthy,'Class 12'
Male,19,Chennai,Student,'Less than 5 hours',Unhealthy,'Class 12'
Male,18,Surat,Student,'7-8 hours',Healthy,'Class 12'
Female,28,Visakhapatnam,Student,'Less than 5 hours',Unhealthy,B.Ed
Male,34,Ludhiana,Student,'More than 8 hours',Healthy,MCA
Female,25,Ghaziabad,Student,'More than 8 hours',Moderate,B.Arch
Male,32,Kolkata,Student,'7-8 hours',Moderate,BCA
Female,18,Pune,Student,'7-8 hours',Healthy,'Class 12'
Male,25,Kalyan,Student,'7-8 hours',Unhealthy,BSc
Male,23,Vasai-Virar,Student,'7-8 hours',Moderate,B.Com
Male,26,Jaipur,Student,'5-6 hours',Unhealthy,BCA
Male,20,Delhi,Student,'More than 8 hours',Unhealthy,'Class 12'
Male,20,Hyderabad,Student,'More than 8 hours',Unhealthy,'Class 12'
Male,33,Kanpur,Student,'5-6 hours',Healthy,ME
Female,18,Kalyan,Student,'Less than 5 hours',Unhealthy,'Class 12'
Male,28,Srinagar,Student,'5-6 hours',Healthy,BE
Male,27,Agra,Student,'7-8 hours',Moderate,BSc
Male,21,Visakhapatnam,Student,'Less than 5 hours',Unhealthy,'Class 12'
Male,27,Pune,Student,'More than 8 hours',Unhealthy,B.Tech
Male,25,Delhi,Student,'More than 8 hours',Healthy,BHM
Female,24,Srinagar,Student,'More than 8 hours',Unhealthy,BHM
Male,26,Hyderabad,Student,'More than 8 hours',Unhealthy,M.Tech
Female,19,Vasai-Virar,Student,'Less than 5 hours',Moderate,'Class 12'
Male,19,Lucknow,Student,'5-6 hours',Unhealthy,'Class 12'
Female,20,Pune,Student,'7-8 hours',Unhealthy,'Class 12'
Female,28,Vadodara,Student,'Less than 5 hours',Moderate,M.Tech
Female,20,Kanpur,Student,'7-8 hours',Unhealthy,'Class 12'
Female,18,Vasai-Virar,Student,'5-6 hours',Healthy,'Class 12'
Male,28,Vadodara,Student,'Less than 5 hours',Unhealthy,LLB
Male,32,Agra,Student,'Less than 5 hours',Moderate,PhD
Female,19,Varanasi,Student,'7-8 hours',Unhealthy,'Class 12'
Male,29,Vasai-Virar,Student,'5-6 hours',Unhealthy,LLM
Female,25,Kolkata,Student,'7-8 hours',Moderate,BE
Male,33,Vasai-Virar,Student,'Less than 5 hours',Moderate,LLM
Female,26,Visakhapatnam,Student,'7-8 hours',Moderate,LLM
Female,21,Lucknow,Student,'Less than 5 hours',Moderate,BBA
Female,30,Kalyan,Student,'5-6 hours',Healthy,M.Ed
Female,28,Mumbai,Student,'7-8 hours',Moderate,M.Tech
Female,27,Chennai,Student,'More than 8 hours',Unhealthy,MBA
Male,33,Visakhapatnam,Student,'5-6 hours',Moderate,BA
Male,33,Kolkata,Student,'5-6 hours',Unhealthy,MSc
Female,30,Thane,Student,'Less than 5 hours',Healthy,M.Tech
Male,24,Thane,Student,'Less than 5 hours',Unhealthy,MBA
Female,29,Ahmedabad,Student,'5-6 hours',Healthy,B.Arch
Female,31,Meerut,Student,'Less than 5 hours',Healthy,MD
Male,25,Bangalore,Student,'7-8 hours',Healthy,BHM
Female,33,Meerut,Student,'5-6 hours',Moderate,B.Ed
Female,28,Thane,Student,'Less than 5 hours',Unhealthy,LLM
Male,25,Kalyan,Student,'7-8 hours',Moderate,M.Ed
Female,32,Jaipur,Student,'5-6 hours',Unhealthy,MCA
Male,22,Ahmedabad,Student,'Less than 5 hours',Healthy,B.Tech
Female,18,Ludhiana,Student,'Less than 5 hours',Moderate,'Class 12'
Male,21,Hyderabad,Student,'5-6 hours',Moderate,'Class 12'
Female,24,Meerut,Student,'5-6 hours',Healthy,BA
Male,30,Srinagar,Student,'7-8 hours',Moderate,LLB
Male,28,Jaipur,Student,'Less than 5 hours',Unhealthy,BBA
Male,21,Lucknow,Student,'7-8 hours',Unhealthy,'Class 12'
Female,20,Ludhiana,Student,'5-6 hours',Moderate,'Class 12'
Female,25,Delhi,Student,'More than 8 hours',Unhealthy,B.Tech
Male,25,Bhopal,Student,'5-6 hours',Moderate,M.Ed
Female,27,Visakhapatnam,Student,'More than 8 hours',Moderate,MCA
Female,28,Delhi,Student,'7-8 hours',Moderate,PhD
Male,21,Patna,Student,'7-8 hours',Moderate,BA
Male,21,Nashik,Student,'More than 8 hours',Unhealthy,BCA
Female,32,Ludhiana,Student,'Less than 5 hours',Unhealthy,B.Ed
Female,22,Bangalore,Student,'Less than 5 hours',Moderate,BSc
Female,31,Indore,Student,'More than 8 hours',Moderate,LLB
Female,34,Ludhiana,Student,'More than 8 hours',Unhealthy,B.Ed
Male,24,Kalyan,Student,'Less than 5 hours',Healthy,B.Ed
Female,33,Kanpur,Student,'Less than 5 hours',Healthy,MCA
Male,31,Varanasi,Student,'5-6 hours',Healthy,MA
Female,34,Agra,Student,'More than 8 hours',Healthy,B.Arch
Female,30,Kalyan,Student,'7-8 hours',Moderate,MSc
Female,18,Ahmedabad,Student,'Less than 5 hours',Unhealthy,'Class 12'
Male,24,Agra,Student,'7-8 hours',Unhealthy,'Class 12'
Female,20,Srinagar,Student,'Less than 5 hours',Moderate,'Class 12'
Male,20,Rajkot,Student,'Less than 5 hours',Moderate,'Class 12'
Male,31,Thane,Student,'5-6 hours',Moderate,MBA
Female,33,Pune,Student,'More than 8 hours',Healthy,PhD
Male,32,Thane,Student,'Less than 5 hours',Healthy,B.Tech
Female,31,Ludhiana,Student,'5-6 hours',Healthy,B.Pharm
Female,24,Rajkot,Student,'7-8 hours',Unhealthy,BHM
Female,31,Thane,Student,'More than 8 hours',Healthy,MBA
Female,21,Meerut,Student,'More than 8 hours',Moderate,B.Arch
Male,27,Indore,Student,'Less than 5 hours',Unhealthy,MBA
Female,24,Hyderabad,Student,'7-8 hours',Healthy,B.Arch
Female,24,Lucknow,Student,'5-6 hours',Moderate,B.Ed
Male,34,Srinagar,Student,'7-8 hours',Moderate,BCA
Male,22,Srinagar,Student,'5-6 hours',Healthy,BBA
Male,24,Kalyan,Student,'Less than 5 hours',Healthy,BSc
Female,23,Hyderabad,Student,'Less than 5 hours',Moderate,B.Tech
Male,25,Vasai-Virar,Student,'Less than 5 hours',Healthy,B.Pharm
Male,23,Bhopal,Student,'5-6 hours',Moderate,BCA
Male,24,Patna,Student,'More than 8 hours',Healthy,B.Pharm
Male,34,Patna,Student,'7-8 hours',Moderate,MBBS
Male,22,Agra,Student,'7-8 hours',Healthy,BBA
Male,27,Surat,Student,'More than 8 hours',Healthy,BCA
